Sr. No.,Job Title,Company Name,Experience Required,Salary,Location,Job Description,Key Skills
255,"      Management Accountant , Project Manager , Business Analyst , Manager ",    V P Placement,1 - 6 yrs,₹Rs 1.95 - 12.00 Lacs p.a.,"Bengaluru / Bangalore,  Chennai,  Chandigarh,  Jamnagar,  Dharamshala","We are Southern Cross Healthcare New Zealand......OUR RECRUITMENT PROGRAM IS OPEN FOR: Hospital Administrator ,  Pharmacist ,  Medical Officer ,  Microbiologist ,  Registered ","Safety engineer  ,  project engineer  ,  bts engineer  ,  rf engineer  ,  telecom engineer
 

"
256,"      ELECTRICAL ENGINEER , MECHANICAL ENGINEER ",    Pukhraj Placement,1 - 5 yrs,₹Rs 6.40 - 12.00 Lacs p.a.,"Gurgaon,  Kolkata,  Mumbai,  Noida/Greater Noida,  Chandigarh","Mechanical engineers design ,  manufacture ,  and evaluate mechanical devices ,  such as industrial machinery ,  heating ,  and cooling systems ,  transportation systems ,  ro",you are expected to contribute and develop research-oriented laboratory activities on the fields of maintenance modeling and reliability engineering
257,"      Structural Engineer , Network Engineer ",    V P Placement,10 - 15 yrs,₹Rs 5.20 - 15.30 Lacs p.a.,"Pune,  Pondicherry/Puducherry,  Mahabubnagar,  Itanagar,  Bongaigaon","Structural engineers design buildings ,  bridges ,  and other types of structures. They build 2D and 3D models using computer-aided design technology  ( e.g. AutoCAD ) . They ","Infrastructure  ,  Storage Management  ,  Administration  ,  system administrator  ,  technical support engineer  ,  customer support engineer
 

"
258,"      GET , Electrical Engineer , Engineer ",    mateshwari group of companies,0 - 1 yrs,₹Rs 1.10 - 2.15 Lacs p.a.,"Mumbai,  Navi Mumbai","Inspecting vehicle engine and mechanical / electrical components to diagnose issues accuratelyInspecting vehicle computer and electronic systems to repair ,  maintain and upgr","B.TECH  ,  B.E"
259,"      Construction Engineer , Site Engineer ",    Pukhraj Placement,1 - 6 yrs,₹Rs 1.90 - 12.00 Lacs p.a.,"Mumbai,  Pune,  Coimbatore,  Kanniyakumari,  Aligarh",Reference to the job application received from India with your interest to work and create a new environment for your career and Future in Hilltop ConstructionCompany.Kindly-f,"engineering manager  ,  Site Coordination  ,  Site Manangement"
260,"      Commissioning Engineer , Site Engineer , Network Engineer , E , \ ",    NEETDEEP GROUP,1 - 5 yrs,₹Rs 2.50 - 4.50 Lacs p.a.,Ahmedabad,Builds a robust cost-effective solution by identifying key requirements of the client. maintaining synergy with Salesperson  &  key clients. Effective Communication  &  Presen,"CCTV  ,   FAS  ,   ACS  ,   Audio Video  ,   EPBX  ,  automation"
261,"      Instrument and Controls Engineer , Test Engineer , Qa Engineer ",    Baloram Prajapati Consultancy,9 - 14 yrs,,"Bhopal,  Gwalior,  Satna,  Navi Mumbai,  Sangli","Are you seeking an opportunity to demonstrate and further develop your automation , instrumentation ,  and controls skill set? This is a great opportunity where ,  as the E & ","System Testing  ,  Integration Testing  ,  Control Automation"
262,"      Instrument and Controls Engineer , Test Engineer , Qa Engineer ",    Baloram Prajapati Consultancy,11 - 16 yrs,,"Bhubaneshwar,  Cuttack,  Patiala,  Ajmer,  Jodhpur","Are you seeking an opportunity to demonstrate and further develop your automation , instrumentation ,  and controls skill set? This is a great opportunity where ,  as the E & ","System Testing  ,  Integration Testing  ,  Control Automation"
263,"Engineer Associate , Network Engineer , Customer Support Engineer ",    V P Placement,1 - 6 yrs,₹Rs 1.95 - 12.00 Lacs p.a.,"Chennai,  Lakshdweep,  Medak,  Tezpur,  Bhavnagar","We are Currently Open for Urgent Hiring at SINTANA ENERGY ,  CANADA ,  Positions: Energy Engineer ,  Process Executive ,  SeniorProcess Associate ,  Business Process Associate","Quality Assurance Manager  ,  project manager  ,  software engineer  ,  junior software engineer  ,  software developer"
264,"      Energy Engineer , Software Engineer , Senior Software Engineer ",    V P Placement,1 - 6 yrs,₹Rs 1.95 - 12.00 Lacs p.a.,"Ahmedabad,  Chennai,  Cuddapah,  Visakhapatnam,  Silchar","We are Currently Open for Urgent Hiring at SINTANA ENERGY ,  CANADA ,  Positions: Energy Engineer ,  Process Executive ,  SeniorProcess Associate ,  Business Process Associate","Process Executive  ,  process associate  ,  assistant project manager  ,  team leader  ,  executive  ,  hardware engineer  ,  desktop support engineer
 

"
265,"      Test Engineer , Qa Engineer , Senior Test Engineer ",    V P Placement,1 - 6 yrs,₹Rs 1.95 - 12.00 Lacs p.a.,"Chennai,  Chandigarh,  Guntakal,  Visakhapatnam,  Bhilai-Durg","We are Southern Cross Healthcare New Zealand......OUR RECRUITMENT PROGRAM IS OPEN FOR: Hospital Administrator ,  Pharmacist ,  Medical Officer ,  Microbiologist ,  Registered ","Process Executive  ,  process associate  ,  assistant project manager  ,  project manager  ,  consultant  ,  senior consultant"
266,"      Production Engineer. , Project Engineer ",    V P Placement,5 - 10 yrs,₹Rs 4.20 - 10.30 Lacs p.a.,"Bhubaneshwar,  Cuttack,  Paradeep,  Puri,  Rourkela","Production engineers are responsible for supervising and improving production at plants and factories. They support engineering teams ,  draw up safety protocols ,  report iss","the ability to work well under pressure  ,  relevant technical knowledge.  ,  good leadership skills.  ,  communication skills.  ,  the ability to work well under pressure."
267,"      Site Reliability Engineer , Project Engineer , Engineer ",    V P Placement,4 - 8 yrs,₹Rs 5.00 - 9.00 Lacs p.a.,"Ahmedabad,  Andaman & Nicobar,  Chandigarh,  Dadra & Nagar Haveli - Silvassa,  Canada","Ensure that a process or system is safe and effective ,  work as part of a team and must be able to work well with others to ensure a project's success. Using detailed drawing","Program Management  ,  Resource Management"
268,"      Chief Engineer , Test Engineer , chief engineer ship ",    Pukhraj Placement,10 - 15 yrs,₹Rs 5.15 - 9.20 Lacs p.a.,"Amritsar,  Bathinda,  Ferozepur,  Muktsar,  Sangrur",The chief engineer of the ship is the head of the technical department of the ship. It is his duty to ensure that the engine room machinery works properly for a smooth voyage.,"Industry skills  ,  Structural analysis.   ,  Industry skills.  ,  Structural Design  ,  Estimation  ,  Cost Estimation  ,  Change Management"
269,"      Mechanical Engineer , Senior Engineer ",    Sahyog Jobs Consultancy,3 - 7 yrs,,"Delhi/NCR,  Pune,  Baddi,  Kanpur,  Lucknow",Job descriptionMechanical EngineerRoles and ResponsibilitiesJob briefWe are looking for a creative Mechanical Engineer to work on all product stages from research and developm,"Mechanical Engineer  ,  Senior Engineer  ,  maintenance engineer
 

"
270,"      Electronics Engineer , Project Engineer , Senior Project Engineer ",    Sarita Sharma,2 - 5 yrs,₹Rs 2.40 - 4.45 Lacs p.a.,"Cochin/ Kochi/ Ernakulam,  Kollam,  Kottayam,  Palakkad,  Thiruvananthapuram",Electronics Engineers use design and engineering equipment and software to complete engineering tasks. They often work with other professionals in engineering to existing poss,"Communication  ,  Leadership  ,  Teamwork  ,  Positive Attitude  ,  Hard Working  ,  Good Communication Skills"
271,"      Applications Engineer , Network Engineer , Customer Support Engineer ",    Sarita Sharma,2 - 6 yrs,₹Rs 2.40 - 5.45 Lacs p.a.,"Chennai,  Cochin/ Kochi/ Ernakulam,  Kollam,  Kottayam,  Palakkad","applications for completing tasks to the systems that control devices and networks ,  an Applications Engineer is responsible for designing and developing different forms of s","Communication  ,  Leadership  ,  Team Work  ,  Good Communication Skills  ,  Positive Attitude"
272,"      ""Installation Engineer"" , Service Engineer ",    V P Placement,4 - 9 yrs,₹Rs 3.00 - 7.00 Lacs p.a.,"Ahmedabad,  Bengaluru / Bangalore,  Chennai,  Delhi,  Canada","Ensure compliance with applicable Company HSE Performance Standards ,  as well as applicable acts and regulations.installation and testing of pump assemblies on truck bodies a","Trouble Shooting  ,  Servicing  ,  Installation  ,  Assembling  ,  Dissembling"
273,"      Environmental Engineer , Network Engineer , Network Support Engineer ",    Sarita Sharma,2 - 5 yrs,₹Rs 2.40 - 4.45 Lacs p.a.,"Chennai,  Cochin/ Kochi/ Ernakulam,  Kannur,  Kollam,  Kottayam",Designing technology for pollution control and waste management.Collecting and analyzing environmental data.carrying out site assessments to determine the environmental impact,"Communication  ,  Leadership  ,  Decision Making  ,  Problem Solving  ,  Team Player"
274,"      Desktop Support Engineer , Customer Support Engineer , Engineer ",    Sarita Sharma,2 - 5 yrs,₹Rs 2.40 - 4.45 Lacs p.a.,"Chennai,  Coimbatore,  Cuddalore,  Kanniyakumari,  Madurai",Responding to client support requests.Contacting clients to find out the nature of the problem.traveling to the clients location or connecting via a remote link.troubleshootin,"Communication  ,  Interpersonal  ,  Leadership  ,  Teamwork  ,  Positive Attitude  ,  Hard Working"
275,"      Design Engineer , Senior Design Engineer , Senior Engineer ",    Sarita Sharma,2 - 5 yrs,₹Rs 2.40 - 4.45 Lacs p.a.,"Cochin/ Kochi/ Ernakulam,  Kannur,  Kollam,  Kottayam,  Thiruvananthapuram","Research and draft blueprints ,  engineering plans ,  and graphics.develop test prototypes.identify solutions to improve production efficiency.use design software to develop m","Leadership skills.  ,  Communication  ,  Leadership  ,  Team Work  ,  Good Communication  ,  Leadership Quality  ,  Hard Working"
276,      Electrical Purchase Engineer ,    Sri Balaji Associates,4 - 8 yrs,₹Rs 3.50 - 5.00 Lacs p.a.,"Mumbai,  Thane",A well established Engineering / Special Purpose Machine manufacturing company at Asangaon required Electrical Purchase Engineer. Job Profile: Purchase and Vendor Development ,"Purchase Engineer  ,  Electrical Engineer  ,  Vendor Development Engineer
 

"
277,      Electrical Engineer  ( Design Engineer )  ,    Samrit Halam,1 - 5 yrs,₹Rs 60.00 - 102.00 Lacs p.a.,"Ahmedabad,  Bengaluru / Bangalore,  Chennai,  Kolkata,  Mumbai","Electrical engineers design ,  develop ,  and test electrical devices and equipment ,  including communications systems ,  power generators ,  motors and navigation systems , ",critical thinking and problem solving
278,"      Technician , Engineer , System Engineer ",    V P Placement,5 - 10 yrs,₹Rs 6.40 - 9.90 Lacs p.a.,"Ahmedabad,  Bengaluru / Bangalore,  Chennai,  Delhi,  Canada","Technician Job Description Template. ... The technician's responsibilities include monitoring and servicing systems ,  diagnosing problems and troubleshooting equipment ,  run","Electronic  ,  Electrical  ,  Engineering  ,  Programming  ,  Teaching  ,  Technician  ,  senior technician  ,  Plant  ,  Administration  ,  system admin  ,  customer support engineer  ,  service engineer
 

"
279,"      Mechanical Engineer , Civil Engineer , Electronic Engineer ",    Freelancer,0 - 1 yrs,,Mumbai,URGENT OPENING FOR ENGINEERING JOB  (  OFFICE WORK ONLY  ) FRESHER ARE MOST WELCOMEMAL EFEMALE BOTH CAN APPLY AGE LMIT : 18 - 35 YRSLOCATION : THANE AIROLI  &  GHANSOLI SALARY,fresher engineering job
280,      Fresher Production / Quality Engineer-Manfacture-Navi Mumbai-15k ,    seven consultancy,1 - 3 yrs,₹Rs 1.30 - 2.50 Lacs p.a.,Navi Mumbai,"The quality engineer's responsibilities include designing quality standards ,  inspecting materials ,  equipment ,  processes ,  and products ,  developing quality control sys","production  ,  production engineer  ,  design engineer  ,  quality engineer
 

"
281,      Automation Engineer ,    D S Business Services,1 - 3 yrs,₹Rs 1.20 - 3.00 Lacs p.a.,Ahmedabad,"Automation EngineerLocation : Vatva| Prahladnagar | AhmedabadDesign Processes associated with Digital measuring system.designed Electrical Schematics and Control Panels ,  HMI","Automation Engineer  ,  PLC  ,  SCADA  ,  HMI  ,  Siemens  ,  Delta"
282,      Process Engineer ,    Gourav Consultants,10 - 15 yrs,₹Rs 10.00 - 20.40 Lacs p.a.,"Ahmedabad,  Gurgaon,  Kolkata,  Mumbai,  Pune","A Process Engineer ,  or Manufacturing Process Engineer ,  designs and implements systems and equipment procedures used manufacturing facilities. Their main duties include tes","A Process Engineer  ,   or Manufacturing Process Engineer  ,   designs and implements"
283,      Site Engineer ,    D S Business Services,2 - 7 yrs,₹Rs 1.10 - 6.00 Lacs p.a.,Ahmedabad,"About the Civil Engineer positionWe are looking for a skilled Civil engineer who will help us design ,  develop and construct a variety of projects in the physically and natur","Site Engineer  ,  civil engineer  ,  civil site engineer  ,  site supervisor  ,  site coordinator"
284,      Safety Engineer ,    Gourav Consultants,2 - 7 yrs,₹Rs 4.10 - 20.50 Lacs p.a.,"Ahmedabad,  Bengaluru / Bangalore,  Chennai,  Gurgaon,  Kolkata",Safety Engineer is a person responsible for ensuring the perfect functioning of machines that can cause life-critical hazards if any of their parts go missing or fail. Safety ,Safety Engineer is a person responsible for ensuring the perfect functioning of
285,"      ""SERVICE ENGINEER"" ",    CRESCENDO MANPOWER CONSULTANCY PRIVATE LIMITED,0 - 3 yrs,₹Rs 1.40 - 1.90 Lacs p.a.,Other City(s) in Goa,"We have an opening for Indo Japanease CompanyPosition- Service EngineerLocation - GoaSalary details  upto  15 , 000 to 16 , 000 pm  ( negotiable )  + incentive  &  statutory b","""SERVICE ENGINEER""  ,  ""SERVICE""  ,  ""DIPLOMA""  ,  ""ITI"""
286,      Design Engineer ,    2COMS Consulting Pvt Ltd,2 - 5 yrs,,Bhilai-Durg,"1. 2 years experience in independently leading design %26 engineering team.  2. Responsible for studying tender documents and enquiries ,  and providing design and engineering","Design Engineer
 

"
287,"      Manager Assistant , Communtion Assistant ",    V P Placement,1 - 6 yrs,₹Rs 1.95 - 12.00 Lacs p.a.,"Chennai,  Kakinada,  Bilaspur,  Jamnagar,  Kurukshetra","We are Currently Open for Urgent Hiring at SINTANA ENERGY ,  CANADA ,  Positions: Energy Engineer ,  Process Executive ,  SeniorProcess Associate ,  Business Process Associate","Electrical Engineer  ,  engineer  ,  technical support engineer  ,  it executive"
288,      Sales Engineer ,    Control Print Limited,2 - 7 yrs,₹Rs 2.00 - 5.40 Lacs p.a.,Bengaluru / Bangalore,To drive the Sales of printers for Control Print Limited in a particular assigned territory.Ensure Training  / Seminars for Customers on the existing as well as new products a,"""technical sales""  ,  ""oem sales""  ,  ""industrial sales""  ,  ""equipment sales""  ,  ""marketing engineer""  ,  ""capital equipment""  ,  ""industrial marketing"""
289,      General Mechanical Engineer ,    V P Placement,1 - 6 yrs,₹Rs 3.20 - 9.30 Lacs p.a.,"Bengaluru / Bangalore,  Gurgaon,  Kolkata,  Noida/Greater Noida,  Pune","Support and maintain day-to-day reliable operations ,  and minimize equipment out of service. Develop and manage PM programs ,  evaluating equipment performance ,  recommendin","mechanical engineer  ,  site engineer
 

"
290,      Assembly Engineer ,    K Ponraj,1 - 6 yrs,₹Rs 4.10 - 7.15 Lacs p.a.,"Bengaluru / Bangalore,  Chennai,  Kolkata,  Mumbai,  Noida/Greater Noida",URGENT RECRUITMENT AT Best Supermarket :Interested candidate / Workers are advised to submit their CV to  for consideration towe are looking to fill the positions listed bello,"supervisor  ,  agency supervisor  ,  Customer service representative  ,  asst sales manager  ,  Marketing  ,  marketing executive  ,  assistant sales manager  ,  assistant manager"
291,      Sales Engineer ,    Nutech Engineering Technologies Ltd.,2 - 3 yrs,₹Rs 3.50 - 5.00 Lacs p.a.,"Chennai,  Pune,  Indore",Develop new clients whilemaintaining relations with existing clientsGenerating inquiries from existing and prospective clientsProspecting  &  cold calling to develop new leads,"Ventilation Products  ,  HVAC Products  ,  Sales Development  ,  Good Communication Skills  ,  Identify New Customers  ,  MIS Report"
292,      Quality Engineer ,    Avalon Software Services India Private Limited,5 - 9 yrs,,Hyderabad/Secunderabad,"About UsAvalon is one of the fastest growing IT services companies ,  transforming clients business operations and technology models for the digital era. We are specialized in","automation  ,  Selenium.  ,  TAR  ,  Certification of Quality Analyst"
293,      Chemical Engineer ,    Gourav Consultants,8 - 13 yrs,₹Rs 8.40 - 19.45 Lacs p.a.,"Ahmedabad,  Bengaluru / Bangalore,  Kolkata,  Mumbai,  Noida/Greater Noida","Chemical engineers develop and design chemical manufacturing processes. Chemical engineers apply the principles of chemistry ,  biology ,  physics ,  and math to solve problem",Chemical engineers develop and design chemical manufacturing processes.
294,      Sales Engineer ,    Jobs Plan Dot Com,3 - 8 yrs,,"Guwahati,  Jammu,  Other City(s) in Jammu & Kashmir,  Alwar","Position - Sales EngineerLocation - Bhiwadi ,  Jammu  &  Kashmir ,  GuwahatiQualification - B.E. /  B.Tech /  DiplomaExperience - 3 to 8 yearsJob Role -Identify ,  study custo","b2b  ,  industrial  ,  sales"
295,      Energy Engineer ,    V P Placement,1 - 6 yrs,₹Rs 1.95 - 12.00 Lacs p.a.,"Ahmedabad,  Guwahati,  Thiruvananthapuram,  Gangtok,  Agartala","We are Currently Open for Urgent Hiring at SINTANA ENERGY ,  CANADA ,  Positions: Energy Engineer ,  Process Executive ,  Senior Process Associate ,  Business Process Associat","Energy Analysis  ,  Renewable Energy  ,  Oil Gas Construction  ,  Engineering  ,  Manufacturing"
296,      Fabrication Engineer ,    DISHA Recruitment Services,4 - 9 yrs,₹Rs 5.00 - 6.00 Lacs p.a.,Bengaluru / Bangalore,Engineer - New product Development | Machining  /  FabricationQualification : BE or Diploma in Mechanical Engineering | Age: Max 35 YearsRequired 1 Machining Engineer  &  1 Fa,"product development  ,  New Product Development  ,  New Products  ,  Cost Reduction  ,  Continuous Improvement  ,  Clients  ,  Machining  ,  Stamping  ,  welding  ,  fabrication  ,  iso  ,  auto cad"
297,      Application Engineer ,    Cynosure Corporate Solutions,5 - 10 yrs,,Chennai,"Job Description: The Application Engineers is at the forefront of Our Client. This position answers technical questions ,  troubleshoots audio ,  video ,  and telephony equipm","Application Engineer  ,  Software Technical Support  ,  cts  ,  avoip  ,  av integration  ,  ccna"
298,      Chemical Engineer ,    Induspect India Pvt ltd,3 - 8 yrs,,Surat,Job Responsibilities supervising plant operations  investigating and troubleshooting plant / process problems Responsible for developing new industrial processes and designing,"Chemical Process Engineering  ,  Plant"
299,      Design Engineer ,    Indian Placement services,4 - 7 yrs,₹Rs 3.00 - 3.05 Lacs p.a.,Pune,"# EducationalQualification: DME  /  B.E.-Mechanical.# Experience : 4- 7yrs. # Preparing concept drawing of Press Tools ,  Fixtures and Jigs in consultation with DWM  ( Engg. )","Unigraphics  ,  UGNX  ,  Automotive Tool Designing"
300,      Mechanical Engineer ,    Rambachan,0 - 3 yrs,₹Rs 5.50 - 11.55 Lacs p.a.,"Roorkee,  Rudrapur,  Asansol,  Burdwan,  Durgapur","Designing ,  manufacturing ,  and installing components that fulfill requirements. Analyzing problems or deficiencies and developing solutions to resolve them. Conducting expe","Facilities  ,  Microsoft Technologies  ,  Management  ,  Mechanical Electrical Engineering  ,  Mechanical Electrical Erection"
301,      Software Engineer ,    HIRINGHUT SOLUTIONS PRIVATE LIMITED,3 - 5 yrs,,Chennai,"Mandatory SKILLS: -Strong experience in .net Core ,  WPF ,  MVVM ,  c# ,  OOPS concept ,  Multi-threading programming.Strong experience  in SQL Server.Experience in Web develo",".net core  ,  WPF"
302,      Implementation Engineer ,    A Square Group,1 - 4 yrs,₹Rs 2.00 - 4.00 Lacs p.a.,Chennai,"Understand customer requirement ,  map with the product ,  and do the configuration   Give training on the product to customers  &  clarify their doubts  Suggest or give ideas","configuration  ,  installation"
303,      Design Engineer ,    JDC Recruitment Services,4 - 7 yrs,₹Rs 4.00 - 8.00 Lacs p.a.,"Asansol,  Burdwan,  Durgapur,  Haldia,  Kharagpur","Making Drawing ,  Dimensional drawing ,  Cross-Sectional drawing for PumpsNew Design ,  DevelopmentsOrganize and maintain existing engineering recordsConstruct prototype and c","Design Engineering  ,    ,  Drawing  ,    ,  Solid Work  ,    ,  Autocad"
304,      Embedded engineer ,    JDC Recruitment Services,4 - 7 yrs,₹Rs 5.00 - 7.00 Lacs p.a.,"Chennai,  Coimbatore,  Cuddalore,  Erode,  Hosur","Firmware DevelopmentDevice Driver Development Design and development of Embedded Systems ,  Microprocessor and Microcontroller based productsStrong Embedded system development","Electronics  ,  Manufacturing"
305,      Mechanical Engineer ,    V P Placement,3 - 8 yrs,₹Rs 2.20 - 8.30 Lacs p.a.,"Hyderabad/Secunderabad,  Kolkata,  Ajmer,  Jaipur,  Kota",Designing and developing prototypes. Analyzing and testing prototypes and each revision of a device. Supervising the development of computer-aided design  ( CAD )  project dra,"Mechanical Engineering  ,  design engineer  ,  lead engineer  ,  principal engineer
 

"
306,      Design Engineer ,    CIZMAK TECHNOLOGIES PVT LTD,1 - 5 yrs,,Pune,"0 to 1 Year ExperienceSoftware Skills: Auto Cad ,  InventorTechnical Skills:    Manufacturing 2D Drawing Creation    Should have good knowledge on GD & T   Bill of Material Cr","Auto CAD Design  ,  inventor  ,  Parametric Modeling Skills  ,  3D Modeling Assembly  ,  GD & T  ,  2D drawing"
307,      Design Engineer ,    Indian Placement services,3 - 5 yrs,₹Rs 2.00 - 3.00 Lacs p.a.,Pune,"Maintaining the monthly schedule with details of every Project , maintain the work flow as per the customer requirment , knowledge of 3D  &  2D interpretation of the part with","Design Engineering  ,  3D  &  2D Interpretation  ,  Auto Cad  ,  Part Development  ,  Sheet Metal Development  ,  APQP  ,  PPAP  ,  IATF 16949"
308,      Energy Engineer ,    V P Placement,1 - 6 yrs,₹Rs 1.95 - 12.00 Lacs p.a.,"Hyderabad/Secunderabad,  Kolkata,  Tirupati,  Patna,  Gandhinagar","We are Currently Open for Urgent Hiring at SINTANA ENERGY ,  CANADA ,  Positions: Energy Engineer ,  Process Executive ,  Senior Process Associate ,  Business Process Associat","Energy Analysis  ,  Electrical Power System  ,  Industrial  ,  Plc  ,  Renewable Energy  ,  Energy Audits  ,  Project Maintenance  ,  Facilities  ,  Network  ,  Telecom"
309,      Purchase Engineer ,    MBM,2 - 5 yrs,₹Rs 2.05 - 3.05 Lacs p.a.,Pune,"Urgent Require Jr.Purchase EngineerFor Chakan Location Exp :- 2 to 4 yrsSal-20K-30KManufacturing Press shop , Sheetmetal industry industry Exp RequireEducation :- Diploma or B","Sap  ,  Erp"
310,      Application Engineer ,    Cynosure Corporate Solutions,5 - 10 yrs,,Chennai,"Job Description: The Application Engineers is at the forefront of Our Client. This position answers technical questions ,  troubleshoots audio ,  video ,  and telephony equipm","Application Engineer  ,  Software Technical Support  ,  cts  ,  avoip  ,  av integration  ,  ccna"
311,      Mechanical Engineer ,    Samrit Halam,4 - 9 yrs,₹Rs 3.45 - 9.60 Lacs p.a.,"Daman & Diu,  Lakshdweep,  Khammam,  Kurnool,  Silchar","Mechanical Engineer Job Description TemplateWhile most of the attention on technical skills has shifted to digital and software engineering ,  there is still a large demand fo","Requirements analysis  ,  Design skills  ,  Equipment maintenance  ,  General consulting skills"
312,      Chemical Engineer ,    Induspect India Pvt ltd,2 - 7 yrs,,Surat,Chemical Engineerat Reliance Hazira ( Surat Location. ) Job duration : 1 Year  ( Long Term ) Qualification: B.E. / Diploma in Chemical Engineering is mandatory.Experience :Min,"petrochemical  ,  Hydro Carbon"
313,      Sourcing Engineer ,    V P Placement,4 - 7 yrs,₹Rs 3.00 - 7.00 Lacs p.a.,"Gurgaon,  Kolkata,  Noida/Greater Noida,  Pune,  Canada",Partner closely with Managers and Subject Matter Experts to prioritize sourcing efforts aligned to workforce and segment plansApply appropriate selection methodologies to qual,Product Engineering
314,      Performance Engineer ,    V P Placement,1 - 6 yrs,₹Rs 2.10 - 7.20 Lacs p.a.,"Bhilai-Durg,  Bilaspur,  Raipur,  Panjim/Panaji,  Vasco Da Gama",Drilling Performance Engineers provides support to the product line. They ensure NDS Performance Drilling technologies deliver maximum value by engaging the customer and close,"Functional  ,  Integration  ,  System"
315,      Mechanical Engineer ,    Rambachan,0 - 3 yrs,₹Rs 5.50 - 11.55 Lacs p.a.,"Vellore,  Dehradun,  Haldwani,  Haridwar,  Nainital","Designing ,  manufacturing ,  and installing components that fulfill requirements. Analyzing problems or deficiencies and developing solutions to resolve them. Conducting expe","Facilities  ,  Microsoft Technologies  ,  Management  ,  Mechanical Electrical Engineering  ,  Mechanical Electrical Erection"
316,"      ""SERVICE ENGINEER"" ",    CRESCENDO MANPOWER CONSULTANCY PRIVATE LIMITED,0 - 3 yrs,₹Rs 1.40 - 1.90 Lacs p.a.,Hyderabad/Secunderabad,"We have an opening for Indo Japanease CompanyPosition- Service EngineerLocation - HyderabadSalary details  upto  15 , 000 to 16 , 000 pm  ( negotiable )  + incentive  &  statu","""SERVICE ENGINEER""  ,  ""SERVICE""  ,  ""DIPLOMA""  ,  ""ITI"""
317,      civil engineer ,    K Ponraj,1 - 6 yrs,₹Rs 4.10 - 7.20 Lacs p.a.,"Ahmedabad,  Bengaluru / Bangalore,  Chennai,  Delhi,  Gurgaon",URGENT RECRUITMENT AT Best Supermarket :Interested candidate / Workers are advised to submit their CV to  for consideration towe are looking to fill the positions listed bello,"Cashier  ,  Custodian  ,  Store manager  ,  assistant manager  ,  financial advisor  ,  assistant accountant  ,  cashier  ,  accounts assistant  ,  accountant  ,  account assistant"
318,      Design Engineer ,    CIZMAK TECHNOLOGIES PVT LTD,3 - 4 yrs,,Pune,Designation: Engineer  Cad EngineerLocation: - PuneExperience: Min 3 yrs.educational Qualification: BE MechanicalBackground: Experience in Engine design  ( Cero 3.0 and upgrad,"Engine Design  ,  creo  ,  engine assembly  ,  casting parts  ,  Sheet metal parts  ,  Engine peripheral part routing"
319,      Ships Engineer ,    V P Placement,1 - 6 yrs,₹Rs 3.20 - 8.30 Lacs p.a.,"Hyderabad/Secunderabad,  Kolkata,  Mumbai,  Noida/Greater Noida,  Pune","Marine engineers design ,  construct ,  maintain ,  and repair a variety of maritime vessels including cargo ships ,  cruise liners ,  and oil rigs. They apply their engineeri","Technical Skills.  ,  Project Management.   ,  Leadership skills  ,  Organizational skills"
320,      Sales Engineer ,    Control Print Limited,2 - 7 yrs,₹Rs 2.00 - 4.20 Lacs p.a.,Indore,To drive the Sales of printers for Control Print Limited in a particular assigned territory.Ensure Training  / Seminars for Customers on the existing as well as new products a,"""technical sales""  ,  ""oem sales""  ,  ""industrial sales""  ,  ""equipment sales""  ,  ""application engineer"""
321,      Geotechnical Engineer ,    V P Placement,3 - 6 yrs,₹Rs 3.00 - 9.00 Lacs p.a.,"Ahmedabad,  Bengaluru / Bangalore,  Chennai,  Delhi,  Canada","Provide leadership to a team of talented professionals working on a portfolio of projectsProvide technical direction and advice to multi-disciplinary teams on hydro ,  wind , ","Geologist  ,  Geological  ,  Geology  ,  Oil Exploration"
322,      Software Engineer ,    P S International HR Consultants,1 - 2 yrs,,Pune,"Required Skills :Proficient in core Java ,  with a good knowledge of its ecosystems.Solid understanding of object-oriented programming ,  Strings ,  Exception handling ,  Arra","""Core Java""  ,  Java GUI  ,  ""Architectural Pattens""  ,  JDBC  ,  SQL  ,  ""Design Patterns"""
323,      Data Engineer ,    SUBHADRA JOBS CONSULTANCY,4 - 9 yrs,₹Rs 3.00 - 10.00 Lacs p.a.,Hyderabad/Secunderabad,"ranslate business propositions into quantitative queries and collect / clean the necessary data.  Established architecture and technical design for data warehouse ,  ETL and d","Big Data Engineer  ,  Data engineer
 

"
324,      Production Engineer ,    Sudeep Consultancy,0 - 2 yrs,,Pune,"* Pirangut ,  Mulshi Pune based Pvt Ltd company urgently required candidates for* Production Engineer:Qualification: B.Sc.  /  M.Sc Physics  /  Diploma  ( Mechanical )  * Expe","Candidate must be a highly motivated self starter  ,  Provide engineering  ,   manufacturing and project management support  ,  shall follow inhouse engineering processes"
325,      Safety Engineer ,    V P Placement,1 - 6 yrs,₹Rs 1.95 - 12.00 Lacs p.a.,"Warangal,  Patna,  Bhopal,  Akola,  Nanded","We are Southern Cross Healthcare New Zealand......OUR RECRUITMENT PROGRAM IS OPEN FOR: Hospital Administrator ,  Pharmacist ,  Medical Officer ,  Microbiologist ,  Registered ","Safety Engineering  ,  Fire Safety  ,  Safety Management"
326,      Reliability Engineer ,    V P Placement,4 - 7 yrs,₹Rs 3.00 - 6.00 Lacs p.a.,"Ahmedabad,  Bengaluru / Bangalore,  Chennai,  Delhi,  Canada",Champion the development and delivery of proactive reliability improvement campaigns or initiatives in the asset.Undertake regular offshore visits to engage and collaborate wi,"Site Safety  ,  Fire Safety  ,  Reliability"
